scholar_index,name_letters,name_arabic,birth_greg,death_greg,places_of_stay
37771,Mughira bin Ma'mr Abu al-Fadl,مغيرة بن معمر,0,0,al-Basra
37772,Mughira bin Abi al-Jr al-Kndy,مغيرة بن أبي الجر,0,0,Kufa
37773,Mughira bin Muhammad al-Mhlby Abu,مغيرة بن محمد المهلبي,0,0,al-Basra
37774,Mnswr Abu Umayya Hdr 'Umar,منصور أبو أمية,0,0,
37775,Abu Nsr al-Dhy,أبو نصر الذي,0,0,
37776,Mnswr bin Sryrh Shykh Mrwzy,منصور بن سريرة,0,0,
37777,Mnswr bin Rja'a,منصور بن رجاء,0,0,
37778,Mnswr bin al-Jnyd Abu Muhammad,منصور بن الجنيد,0,622,
37779,Maymun bin Ibrahim Shykh,ميمون بن إبراهيم,0,0,
37780,Maymun bin Swar al-Bdy,ميمون بن سوار,0,0,al-Basra
37781,Maymun bin Zayd,ميمون بن زيد,0,0,al-Basra
37782,Mus'ab bin al-'Ashj,مصعب بن الأشج,0,0,
37783,al-Mndhr bin al-N'uman ا,لمنذر بن النعمان,0,0,
37784,al-Mndhr bin Amar bin Habib ا,لمنذر بن عمار,0,0,"al-Kufa, al-Baghdad"
37785,Mua'dh bin Hban,معاذ بن حبان,0,0,
37786,Mua'dh bin al-Hakam Abu Khalid,معاذ بن الحكم,0,0,"al-Basra, Egypt"
37787,Mua'dh bin Msafr Mwla al-Mhry,معاذ بن مسافر,0,0,Damascus
37788,Mua'dh bin Awdhallh al-Basri Knyt'h,معاذ بن عوذالله,0,0,"al-Basra, al-Basra"
37789,Mua'dh bin Sh'bh,معاذ بن شعبة,0,0,al-Basra
37790,Mhajr bin Yazid Mwla bin Aba,مهاجر بن يزيد,0,0,
37791,Mhajr Shykh,مهاجر,0,0,
37792,Muslimh bin Naf',مسلمة بن نافع,0,0,
37793,Ma'n bin Yazid,معن بن يزيد,0,0,
37794,Ma'n bin al-Walid bin Hisham,معن بن الوليد,0,0,"Damascus, Damascus"
37795,Ma'la bin Abd al-Krym al-Ayama,معلى بن عبد الكريم,0,0,
37796,Ma'la bin Mhda bin Rstm,معلى بن مهدي,0,0,Musal
37797,Ma'la bin Salam bin al-Khbaz,معلى بن سلام,0,0,Damascus
37798,Mfdl bin 'Ubaidullah al-Kwfa,مفضل بن عبيد,0,0,al-Kufa
37799,Mfdl bin Ghsan bin al-Mfdl,مفضل بن غسان,0,0,al-Basra
37800,Mkhld bin Abi Zmyl,مخلد بن أبي,0,0,al-Raqqa
37801,Mkhld bin Malik al-Jmal Knyt'h,مخلد بن مالك الجمال,0,0,"al-Ray, Nisapur, al-Wasit"
37802,Mu'ml bin Yazid al-Thqfa,مؤمل بن يزيد,0,0,
37803,Mu'ml bin Kharjh bin Mus'ab,مؤمل بن خارجة,0,0,
37804,Mzahm bin al-Wam bin Mzahm,مزاحم بن العوام,0,0,
37805,Mas'ud bin Yusuf Abu Abd,مسعود بن يوسف,0,0,
37806,Mas'ud bin Msrwq,مسعود بن مسروق,0,0,Asbahan
37807,Mhrz bin Yazid,محرز بن يزيد,0,0,
37808,Mhrz bin Hisham al-Mrady Kwfa,محرز بن هشام,0,0,Kufa
37809,Ma'mr bin al-Mbark Abu 'Amir,معمر بن المبارك,0,0,Musal
37810,Mbshr bin al-Hasan bin Mbshr,مبشر بن الحسن,0,0,
37811,al-Mtlb bin Kathir ا,لمطلب بن كثير,0,0,
37812,al-Mthna bin Bakr Abu Jabir ا,لمثني بن بكر,0,0,
37813,al-Mthna bin Musa bin Muslimh ا,لمثني بن موسى,0,0,
37814,al-Mthna bin Yahya bin 'Isa ا,لمثني بن يحيى,0,0,Musal
37815,al-Mthna bin Hrb bin al-Dhak ا,لمثني بن حرب,0,0,"al-Thaghar, al-Thaghar"
37816,Mskyn bin 'Abdur Rahman al-Tjyby,مسكين بن عبد الرحمن,0,0,Egypt
37817,Mukhtar bin Awn bin Aba,مختار بن عون,0,0,
37818,Mlyh bin Wky' bin al-Jrah,مليح بن وكيع,0,0,
37819,Mhshr bin Mua'wiya al-Bahla,محشر بن معاوية,0,0,al-Basra
37820,Ma'mr bin Sahl bin Ma'mr,معمر بن سهل,0,0,
37821,Ma'mr bin Ibrahim bin al-Rabi'y,معمر بن إبراهيم,0,0,
37822,Mnqdh Shykh,منقذ,0,0,
37823,Mthr bin Mdrk Abu Kaml,مطهر بن مدرك,0,0,
37824,Mnzwr bin Zuhyr bin al-Frat,منظور بن زهير,0,0,
37825,Mtwkl bin Hmran al-Blkhy,متوكل بن حمران,0,0,Bulkh
37826,Mtwkl bin Muhammad bin Aba,متوكل بن محمد,0,0,"al-Musaysa, al-Thaghar"
37827,Msr bin Ghsan bin Mdr,مصر بن غسان,0,0,"Egypt, al-Basra"
37828,Mnyb bin Ayoub Shykh,منيب بن أيوب,0,0,
37829,al-Mnhal bin Yahya bin Salam ا,لمنهال بن يحيى,0,836,al-Basra
37830,Mnhal bin Yazid bin al-Mnhal,منهال بن يزيد,0,0,"al-Basra, al-Basra"
37831,al-Mnhal bin Hmad ا,لمنهال بن حماد,0,0,
37832,Mhsn bin Ghndr Bsra,محسن بن غندر,0,0,Basra
37833,Mnyn bin Talb,منين بن طالب,0,0,al-Basra
37834,Ma'll bin Nfyl al-Hrany Abu,معلل بن نفيل,0,854,
37835,Mhmwd bin Khlf bin Ayoub,محمود بن خلف,0,0,"Bulkh, Makkah"
37836,Mshrf bin 'Abdullah Shykh,مشرف بن عبد,0,0,Merv
37837,Mshrf bin Ala Shykh,مشرف بن علي,0,0,
37838,al-Msyb bin 'Abdul Malik al-Hshash ا,لمسيب بن عبد الملك,0,0,
37839,Mhfwz bin al-Fadl bin Aba,محفوظ بن الفضل,0,852,Baghdad
37840,Mhn'a Abu Shbl Shykh,مهنأ أبو شبل,0,0,al-Basra
37841,Mhbwb bin Muhammad Abu Bashr,محبوب بن محمد,0,0,al-Basra
37842,Ma'rwf al-Krkhy Abu Mhfwz,معروف الكرخي,0,0,
37843,Ma'rwf bin al-Hasan al-Ktany,معروف بن الحسن,0,0,
37844,Msrf bin Jryr al-Qara Abu,مصرف بن جرير,0,0,
37845,Mkrm bin Mhrz bin al-Mhda,مكرم بن محرز,0,961,
37846,Mkharq bin Sufyan bin Mysrh,مخارق بن سفيان,0,859,Bahrain
37847,Ma'bd bin Ahmed bin Frqd,معبد بن أحمد,0,0,"Bulkh, Makkah"
37848,al-Mhlb bin al-Akhtl bin al-Mhlb ا,لمهلب بن الأخطل,0,874,
37849,al-N'uman bin al-Zubair Khtn Hisham ا,لنعمان بن الزبير,0,0,"Sana', Yemen"
37850,al-N'uman bin Jabir al-Awdy Shykh ا,لنعمان بن جابر,0,0,
37851,Naf' bin Sulaiman,نافع بن سليمان,0,0,Egypt
37852,Naf' bin Mhrz,نافع بن محرز,0,0,
37853,Naf' bin Khalid al-Taha,نافع بن خالد الطاحي,0,0,"al-Basra, Musal"
37854,Nwh al-Rasby Abu Sh'bh,نوح الراسبي,0,0,al-Basra
37855,Nwh bin Anas al-Razy,نوح بن أنس,0,0,
37856,al-Ndr bin Knanh bin Jblh ا,لنضر بن كنانة,0,0,
37857,al-Ndr bin Shbl Shykh ا,لنضر بن شبل,0,0,
37858,al-Ndr bin Yazid al-Nhrtyry Skn ا,لنضر بن يزيد,0,0,
37859,Nsr bin Mshars Abu Mslh,نصر بن مشارس,0,0,"Bulkh, Bulkh"
37860,Nsr bin 'Abdul Malik al-Tky,نصر بن عبد الملك,0,0,
37861,Nsr bin al-Hakam al-Wasty,نصر بن الحكم,0,0,al-Wasit
37862,Nsr bin al-Hjaj Dmshqy,نصر بن الحجاج,0,0,
37863,Nsr bin Yahya bin Aba,نصر بن يحيى,0,0,al-Yamama
37864,Nsr bin Ala al-Wasty Shykh,نصر بن علي الواسطي,0,0,al-Wasit
37865,Nsr bin Fdalh Abu al-Lyth,نصر بن فضالة,0,0,Nisapur
37866,Nsr bin Ziyad al-Qada Wkan,نصر بن زياد,0,0,Nisapur
37867,Nsr bin Khlf Abu Abd,نصر بن خلف,0,0,
37868,N'ym bin Yahya al-Tmymy Kwfa,نعيم بن يحيى التميمي,0,0,Kufa
37869,N'ym bin Na'm al-Azdy Abu,نعيم بن ناعم,0,892,Khurasan
37870,Nsyr bin Yazid al-Hnfy Abu,نصير بن يزيد,0,0,
37871,Nbyt bin 'Amr bin Abd,نبيط بن عمرو,0,0,
37872,Njm bin Htym,نجم بن حطيم,0,0,
37873,Njm al-Qtan Shykh,نجم القطان,0,0,"Khurasan, Khurasan"
37874,Nawful bin al-Frat,نوفل بن الفرات,0,0,
37875,al-Nmr bin Qadm ا,لنمر بن قادم,0,0,al-Basra
37876,Nhshl bin Hryth al-Dwa Bsra,نهشل بن حريث,0,0,"Basra, al-Basra"
37877,al-Walid bin Rbah al-Dhmary ا,لوليد بن رباح الذماري,0,0,
37878,al-Walid bin Da'ud al-Ansari ا,لوليد بن داود,0,0,Medina
37879,al-Walid bin Abd al-Wahd al-Tyma ا,لوليد بن عبد الواحد,0,0,Antioch
37880,al-Walid bin Msyh Shykh ا,لوليد بن مسيح,0,0,
37881,al-Walid bin Abi Khyrh al-Madni ا,لوليد بن أبي خيرة,0,0,Medina
37882,al-Walid bin Muhammad bin al-N'man ا,لوليد بن محمد بن النعمان,0,0,al-Basra
37883,al-Walid bin al-Ndr Abu al-Abbas ا,لوليد بن النضر,0,0,"al-Ramla, al-Ramla"
37884,al-Walid bin al-Zynby Abu al-Abbas ا,لوليد بن الزينبي,0,0,
37885,al-Walid bin al-Hakam al-Qsab ا,لوليد بن الحكم,0,0,al-Basra
37886,al-Walid bin 'Abdul Malik ا,لوليد بن عبد الملك,0,855,Bahrain
37887,Wahub bin Zm'h Abu Abd,وهب بن زمعه,0,0,
37888,Wahub bin Ibrahim bin Aba,وهب بن إبراهيم,0,0,al-Ray
37889,Wda' bin Mrha bin Wda',وداع بن مرحي,0,0,al-Musaysa
37890,Whyb bin Ghsan bin Malik,وهيب بن غسان,0,0,al-Basra
37891,Wadh Mwla bin Hrmlh,واضح مولى بن,0,0,
37892,Wasl al-Madni Mwla Tlyd,واصل المدني مولى,0,0,Medina
37893,Wasl bin Ibrahim Shykh,واصل بن إبراهيم,0,0,Bulkh
37894,Hisham bin al-Mughira,هشام بن المغيرة,0,0,
37895,Hisham bin Sufyan,هشام بن سفيان,0,0,
37896,Hisham bin Ala bin Hisham,هشام بن علي,0,0,"al-Basra, al-Basra"
37897,al-Hythm bin 'Abdullah al-Bsry ا,لهيثم بن عبد الله البصري,0,0,al-Basra
37898,al-Hythm bin al-Frj al-Hilal Abu ا,لهيثم بن الفرج,0,0,al-Basra
37899,al-Hythm bin Jnad al-Hlby ا,لهيثم بن جناد,0,0,
37900,Harun bin al-Mthna al-Hnfy,هارون بن المثني,0,0,
37901,Harun bin 'Imran al-Ansari,هارون بن عمران,0,0,Musal
37902,Harun bin Sulaiman al-Dhy Yqal,هارون بن سليمان الذي,0,0,Baghdad
37903,Harun bin Musa al-Dhy Yqal,هارون بن موسى الذي,0,862,
37904,Harun bin Abi Harun al-Bdy,هارون بن أبي هارون,0,0,al-Raqqa
37905,Harun bin Abi Bakr,هارون بن أبي بكر,0,0,Makkah
37906,Harun bin Da'ud bin al-Fadl,هارون بن داود,0,0,"al-Basra, al-Thaghar"
37907,Harun bin Sulaiman al-Hzan bin Sulaiman,هارون بن سليمان الحزان,0,0,
37908,Harun bin Ziyad bin Bashyr,هارون بن زياد,0,0,al-Musaysa
37909,Harun bin Hmyd Abu Musa,هارون بن حميد,0,880,
37910,Hashim bin 'Amr Shykh,هاشم بن عمرو,0,0,
37911,Hashim bin Ibrahim al-Mkhzwmy Abu,هاشم بن إبراهيم,0,0,
37912,Hashim bin al-Walid al-Hrwy Abu,هاشم بن الوليد الهروى,0,0,Balsi
37913,Hashim bin Mrzwq,هاشم بن مرزوق,0,0,
37914,Hashim bin al-Harith Abu Muhammad,هاشم بن الحارث,0,0,Baghdad
37915,Hashim bin Zuhyr Abu al-Mhajr,هاشم بن زهير,0,0,Nisa'
37916,Hashim bin Muhammad Abu al-Drda'a,هاشم بن محمد,0,0,
37917,al-Hdhyl bin 'Umayr bin Aba ا,لهذيل بن عمير,0,831,"Hamadan, Kufa"
37918,al-Hdhyl bin Ms'd'h Akhw Ala ا,لهذيل بن مسعدة,0,0,al-Basra
37919,Hrym bin 'Uthman Bsra,هريم بن عثمان,0,0,Basra
37920,Hwyr bin Mua'dh al-Klby,هوير بن معاذ,0,0,
37921,Hmam bin Muslimh,همام بن مسلمة,0,0,Yemen
37922,Han'i bin al-Nsr,هانئ بن النصر,0,865,Nisapur
37923,Han'i bin Ahmed al-Rqa Aslh,هانئ بن أحمد,0,0,"al-Raqqa, Baghdad, al-Raqqa, Antioch"
37924,Hilal bin 'Abdul Malik al-Tyma,هلال بن عبد الملك,0,0,al-Basra
37925,Lahq bin al-N'uman al-Dwa,لاحق بن النعمان,0,0,
37926,Yahya bin Muhammad bin Swqh,يحيى بن محمد بن سوقة,0,0,
37927,Yahya bin K'hms bin 'Amr,يحيى بن كهمس,0,0,Bahrain
37928,Yahya bin Hmyd,يحيى بن حميد,0,0,Egypt
37929,Yahya bin S'aid bin Yazid,يحيى بن سعيد بن يزيد,0,0,al-Yamama
37930,Yahya bin Muhammad bin al-Bhy,يحيى بن محمد بن البهي,0,0,
37931,Yahya bin Zakaria bin Ibrahim,يحيى بن زكريا بن إبراهيم بن سويد النخعي,0,0,Kufa
37932,Yahya bin Muhammad bin Hkym,يحيى بن محمد بن حكيم,0,0,Medina
37933,Yahya bin Khlyf al-Mqra'a al-Mrwzy,يحيى بن خليف المقريء,0,0,Tursus
37934,Yahya bin Ishaq al-Kashghwna Abu,يحيى بن إسحاق الكاشغوني,0,0,"Merv, Merv"
37935,Yahya bin Abd Rbh Shykh,يحيى بن عبد ربه,0,0,Kufa
37936,Yahya bin al-Mndhr Shykh Knda,يحيى بن المنذر,0,0,"Kufa, al-Kufa, Kufa"
37937,Yahya bin Abd al-Krym al-Tmymy,يحيى بن عبد الكريم,0,842,Nisapur
37938,Yahya bin Yazid bin Dmad,يحيى بن يزيد بن ضماد,0,0,"Alexandria, Bulkh"
37939,Yahya bin al-Mndhr al-Hjry,يحيى بن المنذر الحجري,0,0,
37940,Yahya bin Rja'a bin Mghyth,يحيى بن رجاء,0,855,
37941,Yahya bin 'Umar al-Fra'a Shykh,يحيى بن عمر الفراء,0,0,Kufa
37942,Yahya bin Muhammad bin Mty',يحيى بن محمد بن مطيع,0,0,
37943,Yahya bin Hjr bin al-N'man,يحيى بن حجر,0,0,Syria
37944,Yahya bin Yonus al-Shyrazy Abu,يحيى بن يونس,0,0,
37945,Yahya bin Mas'ud bin Bashr,يحيى بن مسعود,0,0,Baghdad
37946,Yahya bin Mbark al-Khtab,يحيى بن مبارك,0,0,Bahrain
37947,Yahya bin S'aid bin Aba,يحيى بن سعيد بن أبي الحريش,0,0,Bahrain
37948,Yahya bin S'hyl al-Bkhary,يحيى بن سهيل,0,0,
37949,Yahya bin Zryq,يحيى بن زريق,0,0,Wasit
37950,Yahya bin Zakaria bin Shyban,يحيى بن زكريا بن شيبان,0,0,"Kufa, Kufa"
37951,Yahya bin Muhammad bin Ja'far,يحيى بن محمد بن جعفر,0,0,"Bulkh, Makkah"
37952,Yahya bin Abd al-A'zm al-Qzwyny,يحيى بن عبد الأعظم,0,0,Makkah
37953,Yazid bin Bashr,يزيد بن بشر,0,0,
37954,Yazid bin Ishaq al-Azja Kwfa,يزيد بن إسحاق,0,0,"Kufa, Kufa"
37955,Yazid bin Mdhkwr,يزيد بن مذكور,0,0,al-Syria
37956,Yazid bin Mrwan al-Nsa'iy Skn,يزيد بن مروان النسائي,0,844,"Nisa', Baghdad"
37957,Yazid bin Muhammad al-Ayly Skn,يزيد بن محمد الأيلي,0,0,Egypt
37958,Yazid bin al-Mbark al-Farsy,يزيد بن المبارك,0,0,Nisa'
37959,Yazid bin 'Amr bin Yazid,يزيد بن عمرو بن يزيد,0,0,
37960,Yusuf bin al-Hjaj Shykh,يوسف بن الحجاج,0,0,
37961,Yusuf bin Bzy' al-Yrbw'y,يوسف بن بزيع,0,0,
37962,Yusuf bin Y'aqub al-Kahla,يوسف بن يعقوب الكاهلي,0,0,
37963,Yusuf bin al-Yman Shykh,يوسف بن اليمان,0,0,Nisa'
37964,Yusuf bin Kaml,يوسف بن كامل,0,0,
37965,Yusuf bin Abi Umayya al-Thqfa,يوسف بن أبي أمية,0,846,Kufa
37966,Yusuf bin Naf' al-Madni Abu,يوسف بن نافع,0,0,"Medina, al-Basra"
37967,Yusuf bin Muhammad bin Sabq,يوسف بن محمد بن سابق,0,0,al-Kufa
37968,Yusuf bin al-Jhm bin Shdad,يوسف بن الجهم,0,0,
37969,Yusuf bin Awdm al-Kshana bin Brka,يوسف بن عودم,0,898,
37970,Y'aqub bin Muhammad bin Bjyd,يعقوب بن محمد بن بجيد,0,0,al-Basra
37971,Y'aqub bin al-Qasim al-Tlhy,يعقوب بن القاسم,0,0,
37972,Abu Yusuf al-Ghswl Asmh Y'aqub,أبو يوسف الغسول,0,0,"al-Thaghar, al-Ramla"
37973,Y'aqub bin al-Jrah Abu Yusuf,يعقوب بن الجراح,0,0,
37974,Y'aqub bin Khlyfh al-Tmymy Abu,يعقوب بن خليفة,0,0,"Kufa, Kufa"
37975,Y'aqub bin Ishaq bin Aba,يعقوب بن إسحاق بن أبي عبدة,0,0,al-Basra
37976,Y'aqub bin Ishaq bin Aba,يعقوب بن إسحاق بن أبي عباد,0,0,Egypt
37977,Y'aqub bin Mky bin Ibrahim,يعقوب بن مكي,0,0,"Makkah, Bulkh"
37978,Y'aqub bin Ishaq Abu Yusuf,يعقوب بن إسحاق,0,0,
37979,Y'aqub bin Yusuf bin Nsr,يعقوب بن يوسف بن نصر,0,0,"Kufa, Kufa"
37980,Y'aqub bin Isma'il bin Hmad,يعقوب بن إسماعيل بن حماد,0,0,
37981,Y'aqub bin Ishaq al-Flwsa Abu,يعقوب بن إسحاق الفلوسي,0,622,al-Basra
37982,Y'aqub bin Ishaq al-'Asbhany al-Z'frany,يعقوب بن إسحاق الأصبهاني,0,0,Asbahan
37983,Y'aqub bin Yusuf Abu Yusuf,يعقوب بن يوسف,0,882,
37984,Yonus bin Abi Ayoub al-Sqlany,يونس بن أبي أيوب,0,0,"'Asqalan, 'Asqalan"
37985,Yonus bin 'Amr al-Tjyby,يونس بن عمرو,0,0,Egypt
37986,Yonus bin al-Hjaj al-Thqfa,يونس بن الحجاج,0,0,
37987,Yonus bin Habib bin Abd,يونس بن حبيب,0,0,Asbahan
37988,al-Ys' bin Sa'dan ا,ليسع بن سعدان,0,0,"al-Basra, Nisapur"
37989,Abu Bakr bin Abi al-Ndr,أبو بكر بن أبي النضر,0,0,
38000,Ahmed bin Ibrahim bin Fyl,أحمد بن إبراهيم بن فيل,0,898,"Balsi, Antioch"
38001,Ahmed bin al-Azhar bin Mny',أحمد بن الأزهر بن منيع,0,878,Nisapur
38003,Ahmed bin Ishaq bin 'Isa,أحمد بن إسحاق بن عيسى,0,865,
38004,Ahmed bin Isma'il bin Muhammad,أحمد بن إسماعيل بن محمد,0,874,
38006,Ahmed bin Ayoub bin Rashid,أحمد بن أيوب بن راشد,0,0,
38007,Ahmed bin Bkar bin Aby,أحمد بن بكار بن أبي,0,859,
38009,Ahmed bin Jwas al-Istwa'iy,أحمد بن جواس الإستوائي,0,0,
38011,Ahmed bin Harb bin Muhammad,أحمد بن حرب بن محمد,0,878,Musal
38015,Ahmed bin al-Khlyl bin Hrb,أحمد بن الخليل بن حرب,0,0,
38016,Ahmed bin Khlad,أحمد بن خلاد,0,0,
38020,Ahmed bin Sa'id bin Y'aqub,أحمد بن سعيد بن يعقوب,0,0,al-Hims
38021,Ahmed bin Sufyan Abu,أحمد بن سفيان أبو سفيان,0,0,Nisa'
38022,Ahmed bin Suliaman,أحمد بن سليمان,0,876,"Jaziara,  Rahawa"
38024,Ahmed bin Syar bin Ayoub,أحمد بن سيار بن أيوب,0,882,
38026,Ahmed bin Aby,أحمد بن أبي,0,819,
38031,Ahmed bin 'Abdullah,أحمد بن عبد الله بن علي,0,863,Musaysa
38032,Ahmed bin Abi al-Hawari,أحمد بن عبد الله بن ميمون,782,861,"Kufa, Damascus"
38033,Ahmed bin 'Abdullah,أحمد بن عبد الله بن يوسف,0,0,
38034,Ahmed bin 'Abdur Rahman,أحمد بن عبد الرحمن,0,0,
38035,Ahmed bin 'Abdur Rahman,أحمد بن عبد الرحمن,0,0,
38037,Ahmed bin Abd al-Wahd,أحمد بن عبد الواحد بن سليمان,0,0,al-Ramla
38038,Ahmed bin Abd al-Wahd,أحمد بن عبد الواحد بن يزيد,0,918,
38039,Ahmed bin Abd al-Whab,أحمد بن عبد الوهاب بن نجدة,0,893,
38040,Ahmed bin Abd'h al-Aamly,أحمد بن عبدة الآملي,0,0,
38041,Ahmed bin 'Ubaid bin Nash,أحمد بن عبيد بن ناصح,0,0,
38042,Ahmed bin 'Ali bin Sa'id,أحمد بن علي بن سعيد,0,906,
38044,Ahmed bin al-Frat bin Khalid,أحمد بن الفرات بن خالد,0,873,"Asbahan,  Ray"
38045,Ahmed bin Fdalh,أحمد بن فضالة,0,872,Nisa'
38046,Ahmed bin Muhammad bin Ibrahim,أحمد بن محمد بن إبراهيم,0,892,
38047,Ahmed bin Muhammad bin Ayoub,أحمد بن محمد بن أيوب,0,844,
38048,Ahmed bin Shubayya,أحمد بن شبويه,0,846,Merv
38049,Ahmed bin Muhammad bin Ja'far,أحمد بن محمد بن جعفر,0,0,
38050,Ahmed bin Muhammad bin 'Ubaid,أحمد بن محمد بن عبيد,0,0,
38051,Ahmed bin Muhammad bin al-Mughira,أحمد بن محمد بن المغيرة,0,878,al-Hims
38053,Ahmed bin Muhammad bin Yahya,أحمد بن محمد بن يحيى بن نيزك,0,889,Hamadan
38054,Ahmed bin Muhammad bin Hani' al-Tai'i,أحمد بن محمد بن هاني الطائي,0,887,al-Baghdad
38056,Ahmed bin Muhammad bin Awn,أحمد بن محمد بن عون,0,860,
38058,Ahmed bin Nash,أحمد بن ناصح,0,0,Musaysa
38059,Ahmed bin Nsr bin Ziyad,أحمد بن نصر بن زياد,0,860,Nisapur
38060,Ahmed bin Nsr bin Malik,أحمد بن نصر بن مالك,0,846,
38062,Ahmed bin Hashim bin Aby,أحمد بن هاشم بن أبي,0,0,al-Ramla
38063,Ahmed bin al-Hythm bin Hafs,أحمد بن الهيثم بن حفص,0,0,Tursus
38064,Ahmed bin Yahya bin Muhammad,أحمد بن يحيى بن محمد,0,0,
38066,Ahmed bin Yazid bin Rwh,أحمد بن يزيد بن روح,0,0,
38068,Ibrahim bin Bashar al-Kurasani إ,براهيم بن بشار الخراساني,0,622,Khurasan
38069,Ibrahim bin al-Harith bin Mus'ab إ,براهيم بن الحارث بن مصعب,0,0,
38070,Ibrahim bin al-Hasan bin al-Hythm إ,براهيم بن الحسن بن الهيثم,0,0,Musaysa
38071,Ibrahim bin Hamza bin Sulaiman إ,براهيم بن حمزة بن سليمان,0,0,al-Ramla
38072,Abu Thaur al-Kalbi إ,براهيم بن خالد أبو ثور الكلبي,0,855,Baghdad
38074,Ibrahim bin Abi al-'Abbas al-Samri إ,براهيم بن أبي العباس السامري,0,0,"Kufa,  Baghdad"
38075,Ibrahim bin 'Abdullah إ,براهيم بن عبد الله بن أحمد,0,856,
38076,Ibrahim bin 'Abdullah إ,براهيم بن عبد الله,0,0,Sana'
38077,Ibrahim bin Abd إ,براهيم بن عبد,0,0,
38078,Ibrahim bin 'Umar إ,براهيم بن عمر,0,0,"Sana', Sana', Yemen"
38079,Ibrahim bin al-'Ala' bin al-Dhak إ,براهيم بن العلاء بن الضحاك,0,850,al-Hims
38080,Ibrahim bin Muhammad bin Yusuf إ,براهيم بن محمد بن يوسف,0,0,Jureslum
38081,Ibrahim bin Mkhld al-Talqany إ,براهيم بن مخلد الطالقاني,0,0,
38083,Ibrahim bin Mhdy al-Msysy إ,براهيم بن مهدي المصيصي بغدادي,0,841,Musaysa
38084,Ibrahim bin Musa bin Jmyl إ,براهيم بن موسى بن جميل,0,0,
38086,Ibrahim bin Harun al-Blkhy al-Abd إ,براهيم بن هارون البلخي,0,0,Bulkh
38087,Ibrahim bin Yahya bin Muhammad إ,براهيم بن يحيى بن محمد,0,0,
38088,Ibrahim bin Y'aqub bin Ishaq إ,براهيم بن يعقوب بن إسحاق,0,874,Damascus
38089,Ibrahim bin Yusuf bin Maymun إ,براهيم بن يوسف بن ميمون,0,855,Bulkh
38090,al-Azrq bin 'Ali ا,لأزرق بن علي,0,0,
38091,Azhar bin Mrwan al-Rqashy,أزهر بن مروان الرقاشي,0,858,
38092,Ishaq bin Ibrahim bin Swyd إ,سحاق بن إبراهيم بن سويد,0,869,al-Ramla
38094,Ishaq bin Ibrahim bin al-'Ala' إ,سحاق بن إبراهيم بن العلاء,0,853,al-Hims
38096,Ishaq bin Isma'il bin Abd إ,سحاق بن إسماعيل,0,0,al-Ramla
38097,Ishaq bin Isma'il bin al-'Ala' إ,سحاق بن إسماعيل بن العلاء,0,873,
38098,Ishaq bin al-Jrah al-Adhny إ,سحاق بن الجراح الأذني,0,0,
38099,Ishaq bin Hkym إ,سحاق بن حكيم,0,0,
38101,Ishaq bin Abd al-Wahd إ,سحاق بن عبد الواحد,0,842,Musal
38102,Ishaq bin 'Umar al-Quraishi إ,سحاق بن عمر القرشي المؤدب,0,0,
38106,Isma'il bin Ibrahim al-Balsy إ,سماعيل بن إبراهيم البالسي,0,861,Balsi
38107,Isma'il bin Bhram bin Yahya إ,سماعيل بن بهرام بن يحيى,0,856,Hamadan
38108,Isma'il bin Twbh bin Sulaiman إ,سماعيل بن توبة بن سليمان,0,862,
38109,Isma'il bin Hban إ,سماعيل بن حبان,0,0,al-Wasit
38110,Isma'il bin Hafs bin 'Umar إ,سماعيل بن حفص بن عمر,0,865,
38111,"Isma'il bin 'Abdullah, al-Sakri إ",سماعيل بن عبد الله بن خالد - السكري,0,0,"al-Raqqa, Damascus"
38112,Isma'il bin 'Abdullah إ,سماعيل بن عبد الله بن زرارة,0,845,al-Raqqa
38113,Isma'il bin 'Ubaid b. Umar b. Abi Karima إ,سماعيل بن عبيد بن عمر بن أبي كريمة,0,855,
38114,Isma'il bin 'Umar إ,سماعيل بن عمر,0,0,
38115,Isma'il bin al-Mtwkl إ,سماعيل بن المتوكل,0,0,al-Hims
38116,Isma'il bin Ms'd'h al-Tnwkhy إ,سماعيل بن مسعدة التنوخي,0,0,Tursus
38117,Isma'il bin Y'aqub bin Isma'il إ,سماعيل بن يعقوب بن إسماعيل,0,0,
38118,Ayoub bin Ibrahim al-Thqfy,أيوب بن إبراهيم الثقفي,0,0,
38119,Ayoub bin Hassan al-Wasty,أيوب بن حسان الواسطي,0,0,al-Wasit
38120,Ayoub bin Muhammad al-Wazan,أيوب بن محمد بن زياد الوزان,0,864,"al-Raqqa,  Kufa"
38123,Bashr bin Amar al-Qhstany,بشر بن عمار القهستاني,0,0,
38128,Tmym bin al-Mntsr bin Tmym,تميم بن المنتصر بن تميم,0,860,al-Wasit
38129,Jabir bin Krdy,جابر بن كردي,0,870,"al-Ray, al-Wasit, Nisa'"
38130,al-Jarwd bin Mua'dh al-Slmy ا,لجارود بن معاذ السلمي,0,859,
38131,Ja'far bin Muhammad bin,جعفر بن محمد,0,0,al-Ray
38132,Ja'far bin Msafr bin Rashid,جعفر بن مسافر بن راشد,0,869,
38134,Hatm bin Syah,حاتم بن سياه,0,0,
38135,Hatm bin Yusuf,حاتم بن يوسف,0,829,
38136,Hajb bin Sulaiman,حاجب بن سليمان,0,879,
